城市名,车系id,车系名称,最低价,最高价,排名,本地销量,评论数,品牌名称,子品牌名称,价格区间,经销商价格
六安,1655,东风风神E70,14.28,15.38,57,18,16,东风风神,东风乘用车,14.28-15.38万,13.88-14.98万
六安,741,博越,9.18,14.28,58,18,1087,吉利汽车,吉利汽车,9.18-14.28万,6.68-12.28万
六安,397,凌渡,15.09,19.09,59,18,577,大众,上汽大众,15.09-19.09万,14.09-18.09万
六安,5859,长安Lumin,4.89,6.39,60,17,41,长安,长安汽车,4.89-6.39万,4.89-6.39万
六安,5827,五菱佳辰,6.88,9.98,61,17,26,五菱汽车,上汽通用五菱,6.88-9.98万,6.88-9.98万
六安,4865,宋PLUS DM-i,15.28,21.68,62,17,1974,比亚迪,比亚迪,15.28-21.68万,15.28-21.68万
六安,4629,哪吒V,7.99,12.38,63,17,207,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
六安,1282,沃尔沃XC60,37.39,47.49,64,17,1043,沃尔沃,沃尔沃亚太,37.39-47.49万,29.59-39.69万
六安,394,桑塔纳,8.79,11.28,65,17,313,大众,上汽大众,8.79-11.28万,6.29-8.78万
六安,212,奔驰C级,32.52,37.73,66,17,1052,奔驰,北京奔驰,32.52-37.73万,32.52-37.73万
六安,5557,皓极,12.69,14.69,67,16,61,东风风神,东风乘用车,12.69-14.69万,12.69-14.69万
六安,4079,皓影,16.98,25.28,68,16,648,本田,广汽本田,16.98-25.28万,14.98-23.28万
六安,1455,逸动,7.29,10.39,69,16,1583,长安,长安汽车,7.29-10.39万,6.49-9.79万
六安,1323,现代ix35,12.98,15.58,70,16,428,现代,北京现代,12.98-15.58万,10.98-13.58万
六安,733,帝豪,6.99,12.98,71,16,1148,吉利汽车,吉利汽车,6.99-12.98万,6.69-12.98万
六安,533,YARiS L 致炫,8.58,10.38,72,16,274,丰田,广汽丰田,8.58-10.38万,8.58-10.38万
六安,347,君越,21.98,28.98,73,16,953,别克,上汽通用别克,21.98-28.98万,17.98-24.98万
六安,280,本田CR-V,16.98,27.68,74,16,1031,本田,东风本田,16.98-27.68万,15.58-26.28万
六安,4300,汉EV,21.48,32.98,75,15,1057,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
六安,3192,五菱宏光V,4.48,5.18,76,15,27,五菱汽车,上汽通用五菱,4.48-5.18万,4.48-5.18万
六安,2971,凯迪拉克XT4,26.17,35.47,77,15,539,凯迪拉克,上汽通用凯迪拉克,26.17-35.47万,20.17-34.67万
六安,1810,风行S50 EV,13.19,15.99,78,15,17,东风风行,东风风行,13.19-15.99万,11.50-13.99万
六安,861,凯迪拉克XT5,33.27,45.27,79,15,693,凯迪拉克,上汽通用凯迪拉克,33.27-45.27万,26.27-38.27万
六安,311,唐DM,20.58,32.98,80,15,1054,比亚迪,比亚迪,20.58-32.98万,20.58-32.98万
六安,276,思域,12.99,18.79,81,15,1788,本田,东风本田,12.99-18.79万,12.19-18.79万
六安,4416,奔奔E-Star,2.98,7.48,82,14,217,长安,长安汽车,2.98-7.48万,
六安,4172,威兰达,17.18,24.88,83,14,500,丰田,广汽丰田,17.18-24.88万,15.58-23.28万
六安,3171,捷达VS5,8.68,11.58,84,14,407,捷达,一汽-大众捷达,8.68-11.58万,8.48-11.58万
六安,416,大众CC,24.99,29.99,85,14,644,大众,一汽-大众,24.99-29.99万,21.49-29.99万
六安,353,别克GL8,23.29,53.39,86,14,350,别克,上汽通用别克,23.29-53.39万,23.28-53.38万
六安,95,奥迪A3,20.31,24.97,87,14,730,奥迪,一汽-大众奥迪,20.31-24.97万,16.90-21.20万
六安,5382,卡罗拉锐放,12.98,16.98,88,13,89,丰田,一汽丰田,12.98-16.98万,12.48-16.48万
六安,4819,思皓E10X,6.99,8.09,89,13,43,思皓,江汽集团,6.99-8.09万,6.99-8.09万
六安,1281,沃尔沃S90,40.69,50.59,90,13,762,沃尔沃,沃尔沃亚太,40.69-50.59万,32.99-42.89万
六安,1014,马自达3 昂克赛拉,11.59,18.99,91,13,1777,马自达,长安马自达,11.59-18.99万,10.59-17.99万
六安,579,蒙迪欧,15.98,21.68,92,13,906,福特,长安福特,15.98-21.68万,15.98-21.68万
六安,288,缤智,12.78,17.68,93,13,517,本田,广汽本田,12.78-17.68万,10.58-15.48万
六安,6132,红旗H5,15.98,22.58,94,12,48,红旗,一汽红旗,15.98-22.58万,15.98-22.58万
六安,5817,几何E,8.68,10.38,95,12,35,几何汽车,几何汽车,8.68-10.38万,8.68-10.38万
六安,5015,ZEEKR 001,29.9,38.6,96,12,687,极氪,极氪,29.90-38.60万,29.90-38.60万
六安,4532,长安欧尚X5,6.99,10.99,97,12,670,长安欧尚,长安汽车,6.99-10.99万,6.89-10.19万
六安,3710,科莱威CLEVER,5.9999,5.9999,98,12,66,荣威,上汽集团,5.9999万,6.00万
六安,2880,吉利ICON,10.99,12.99,99,12,330,吉利汽车,吉利汽车,10.99-12.99万,10.99-12.99万
六安,5579,海豹,20.98,28.68,100,11,43,比亚迪,比亚迪,20.98-28.68万,20.98-28.68万
六安,5273,宝马X5,60.5,77.5,101,11,64,宝马,华晨宝马,60.50-77.50万,60.50-77.50万
六安,5162,欧萌达,9.29,12.69,102,11,39,奇瑞,奇瑞汽车,9.29-12.69万,9.29-12.69万
六安,4563,哈弗大狗,11.99,16.79,103,11,1093,哈弗,长城汽车,11.99-16.79万,11.49-16.77万
六安,1623,领克03,13.68,25.68,104,11,2179,领克,领克,13.68-25.68万,12.68-25.68万
乐山,393,朗逸,12.09,15.09,1,56,1214,大众,上汽大众,12.09-15.09万,11.09-14.09万
乐山,4865,宋PLUS DM-i,15.28,21.68,2,52,1974,比亚迪,比亚迪,15.28-21.68万,15.28-21.68万
乐山,4499,五菱宏光MINIEV,3.28,9.99,3,49,507,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
乐山,4223,长安CS55 PLUS,9.29,12.59,4,45,757,长安,长安汽车,9.29-12.59万,8.69-12.59万
乐山,397,凌渡,15.09,19.09,5,45,577,大众,上汽大众,15.09-19.09万,14.39-18.39万
乐山,2836,途岳,15.86,21.66,6,42,528,大众,上汽大众,15.86-21.66万,14.46-20.26万
乐山,649,哈弗H6,9.89,15.7,7,34,1951,哈弗,长城汽车,9.89-15.70万,9.29-15.30万
乐山,145,宝马3系,29.39,40.99,8,33,2052,宝马,华晨宝马,29.39-40.99万,29.39-40.99万
乐山,345,威朗,12.99,15.89,9,32,923,别克,上汽通用别克,12.99-15.89万,9.19-12.09万
乐山,1455,逸动,7.29,10.39,10,31,1583,长安,长安汽车,7.29-10.39万,6.49-9.79万
乐山,5008,海豚,10.28,13.08,11,30,347,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
乐山,4802,秦PLUS DM-i,11.18,16.58,12,30,1656,比亚迪,比亚迪,11.18-16.58万,11.18-16.58万
乐山,1145,轩逸,9.98,17.49,13,29,1611,日产,东风日产,9.98-17.49万,7.68-16.29万
乐山,3068,亚洲龙,19.98,27.98,14,28,1057,丰田,一汽丰田,19.98-27.98万,18.48-26.08万
乐山,414,速腾,12.79,17.29,15,28,1658,大众,一汽-大众,12.79-17.29万,10.79-15.89万
乐山,3159,红旗HS5,18.38,24.98,16,27,1157,红旗,一汽红旗,18.38-24.98万,18.38-24.98万
乐山,3196,长安CS75 PLUS,11.79,15.49,17,25,1376,长安,长安汽车,11.79-15.49万,11.29-15.49万
乐山,1977,T-ROC探歌,15.89,17.79,18,25,437,大众,一汽-大众,15.89-17.79万,12.89-14.79万
乐山,404,途观L,19.9,28.38,19,25,697,大众,上汽大众,19.90-28.38万,18.90-26.38万
乐山,216,奔驰GLC,40.63,47.68,20,25,686,奔驰,北京奔驰,40.63-47.68万,40.63-47.68万
乐山,4629,哪吒V,7.99,12.38,21,24,207,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
乐山,5859,长安Lumin,4.89,6.39,22,23,41,长安,长安汽车,4.89-6.39万,4.89-6.39万
乐山,5288,长安UNI-V,10.89,13.99,23,23,842,长安,长安汽车,10.89-13.99万,10.89-13.99万
乐山,3094,科鲁泽,9.49,12.29,24,23,994,雪佛兰,上汽通用雪佛兰,9.49-12.29万,7.19-9.39万
乐山,398,帕萨特,18.19,25.29,25,23,1176,大众,上汽大众,18.19-25.29万,16.39-25.29万
乐山,4857,星越L,13.72,18.52,26,22,1734,吉利汽车,吉利汽车,13.72-18.52万,13.52-18.37万
乐山,2916,奥迪Q5L,39.68,48.88,27,22,929,奥迪,一汽-大众奥迪,39.68-48.88万,34.18-40.88万
乐山,1150,逍客,15.49,18.89,28,22,642,日产,东风日产,15.49-18.89万,12.49-15.89万
乐山,352,昂科威,20.99,30.99,29,22,1149,别克,上汽通用别克,20.99-30.99万,17.19-27.19万
乐山,3981,冒险家,24.68,34.58,30,21,804,林肯,长安林肯,24.68-34.58万,23.48-33.38万
乐山,2812,宝马X3,39.69,47.98,31,21,952,宝马,华晨宝马,39.69-47.98万,39.69-47.98万
乐山,1938,捷途X70,8.69,15.59,32,21,249,捷途,奇瑞汽车,8.69-15.59万,7.69-14.99万
乐山,1147,天籁,17.98,26.98,33,21,1760,日产,东风日产,17.98-26.98万,14.68-23.98万
乐山,415,迈腾,18.69,30.99,34,21,1058,大众,一汽-大众,18.69-30.99万,16.19-28.49万
乐山,409,宝来,9.88,15.7,35,21,1036,大众,一汽-大众,9.88-15.70万,7.68-13.50万
乐山,353,别克GL8,23.29,53.39,36,20,350,别克,上汽通用别克,23.29-53.39万,23.29-53.39万
乐山,148,宝马X1,27.98,33.98,37,20,535,宝马,华晨宝马,27.98-33.98万,22.48-33.98万
乐山,4228,汉DM,21.58,31.98,38,19,1050,比亚迪,比亚迪,21.58-31.98万,21.58-31.98万
乐山,1182,荣威RX5,9.33,15.59,39,19,733,荣威,上汽集团,9.33-15.59万,8.83-15.59万
乐山,546,RAV4荣放,17.58,26.08,40,19,944,丰田,一汽丰田,17.58-26.08万,16.08-24.58万
乐山,1282,沃尔沃XC60,37.39,47.49,41,18,1043,沃尔沃,沃尔沃亚太,37.39-47.49万,29.59-39.69万
乐山,214,奔驰E级,43.68,55.6,42,18,870,奔驰,北京奔驰,43.68-55.60万,43.68-55.60万
乐山,96,奥迪A4L,32.18,39.68,43,18,1850,奥迪,一汽-大众奥迪,32.18-39.68万,26.98-34.48万
乐山,5439,长安欧尚Z6,9.99,12.99,44,17,109,长安欧尚,长安汽车,9.99-12.99万,9.99-12.99万
乐山,2913,奔驰A级,21.48,26.48,45,17,421,奔驰,北京奔驰,21.48-26.48万,21.48-26.48万
乐山,5227,理想L9,45.98,45.98,46,16,31,理想汽车,理想汽车,45.98万,45.98万
乐山,4563,哈弗大狗,11.99,16.79,47,16,1093,哈弗,长城汽车,11.99-16.79万,11.69-16.79万
乐山,1310,伊兰特,9.98,14.18,48,16,799,现代,北京现代,9.98-14.18万,8.48-12.68万
乐山,534,雷凌,11.18,15.28,49,16,1321,丰田,广汽丰田,11.18-15.28万,9.38-13.28万
乐山,416,大众CC,24.99,29.99,50,16,644,大众,一汽-大众,24.99-29.99万,21.99-26.99万
乐山,311,唐DM,20.58,32.98,51,16,1054,比亚迪,比亚迪,20.58-32.98万,20.58-32.98万
乐山,212,奔驰C级,32.52,37.73,52,16,1052,奔驰,北京奔驰,32.52-37.73万,32.52-37.73万
乐山,5382,卡罗拉锐放,12.98,16.98,53,15,89,丰田,一汽丰田,12.98-16.98万,12.18-16.18万
乐山,4172,威兰达,17.18,24.88,54,15,500,丰田,广汽丰田,17.18-24.88万,15.38-23.08万
乐山,2971,凯迪拉克XT4,26.17,35.47,55,15,539,凯迪拉克,上汽通用凯迪拉克,26.17-35.47万,20.17-34.67万
乐山,2835,探岳,20.49,26.49,56,15,715,大众,一汽-大众,20.49-26.49万,17.69-23.99万
乐山,5248,元PLUS,13.78,16.58,57,14,348,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
乐山,3275,哪吒U,12.98,19.98,58,14,164,哪吒汽车,合众汽车,12.98-19.98万,12.98-19.98万
乐山,542,卡罗拉,10.98,15.98,59,14,1157,丰田,一汽丰田,10.98-15.98万,8.98-14.18万
乐山,289,雅阁,16.98,25.98,60,14,2059,本田,广汽本田,16.98-25.98万,16.98-24.38万
乐山,146,宝马5系,43.39,55.19,61,14,1274,宝马,华晨宝马,43.39-55.19万,43.39-55.19万
乐山,3928,奔驰GLB,29.59,36.48,62,13,408,奔驰,北京奔驰,29.59-36.48万,29.59-36.48万
乐山,1462,长安CS75,10.39,11.99,63,13,662,长安,长安汽车,10.39-11.99万,8.99-10.59万
乐山,1290,五菱宏光,4.6,5.99,64,13,217,五菱汽车,上汽通用五菱,4.60-5.99万,4.57-5.99万
乐山,410,高尔夫,12.98,22.98,65,13,887,大众,一汽-大众,12.98-22.98万,12.48-22.48万
乐山,344,英朗,11.99,12.59,66,13,1360,别克,上汽通用别克,11.99-12.59万,7.79-8.39万
乐山,280,本田CR-V,16.98,27.68,67,13,1031,本田,东风本田,16.98-27.68万,14.98-25.18万
乐山,279,本田XR-V,12.79,17.59,68,13,564,本田,东风本田,12.79-17.59万,10.49-15.29万
乐山,4615,坦克300,19.88,28,69,12,536,坦克,长城汽车,19.88-28.00万,19.88-28.00万
乐山,3476,星瑞,11.37,14.57,70,12,2347,吉利汽车,吉利汽车,11.37-14.57万,11.37-14.57万
乐山,861,凯迪拉克XT5,33.27,45.27,71,12,693,凯迪拉克,上汽通用凯迪拉克,33.27-45.27万,26.27-38.27万
乐山,733,帝豪,6.99,12.98,72,12,1148,吉利汽车,吉利汽车,6.99-12.98万,6.79-12.68万
乐山,5369,锋兰达,12.58,16.98,73,11,104,丰田,广汽丰田,12.58-16.98万,11.88-16.28万
乐山,5251,哈弗神兽,13,16.7,74,11,213,哈弗,长城汽车,13.00-16.70万,12.80-16.58万
乐山,5093,宝骏KiWi EV,7.78,10.28,75,11,104,宝骏,上汽通用五菱,7.78-10.28万,7.78-10.28万
乐山,4532,长安欧尚X5,6.99,10.99,76,11,670,长安欧尚,长安汽车,6.99-10.99万,6.99-10.79万
乐山,4300,汉EV,21.48,32.98,77,11,1057,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
乐山,3736,凯迪拉克CT5,27.97,36.07,78,11,1359,凯迪拉克,上汽通用凯迪拉克,27.97-36.07万,23.97-32.57万
乐山,888,雷克萨斯ES,29.49,48.89,79,11,736,雷克萨斯,雷克萨斯,29.49-48.89万,29.48-48.88万
乐山,741,博越,9.18,14.28,80,11,1087,吉利汽车,吉利汽车,9.18-14.28万,8.58-12.78万
乐山,394,桑塔纳,8.79,11.28,81,11,313,大众,上汽大众,8.79-11.28万,6.59-9.08万
来宾,4499,五菱宏光MINIEV,3.28,9.99,1,105,507,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
来宾,1145,轩逸,9.98,17.49,2,33,1611,日产,东风日产,9.98-17.49万,7.78-16.49万
来宾,1101,小蚂蚁,7.39,9.4,3,27,193,奇瑞新能源,奇瑞新能源,7.39-9.40万,7.39-9.40万
来宾,5008,海豚,10.28,13.08,4,25,347,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
来宾,5037,五菱星辰,6.98,10.98,5,21,185,五菱汽车,上汽通用五菱,6.98-10.98万,6.98-10.98万
来宾,4865,宋PLUS DM-i,15.28,21.68,6,21,1974,比亚迪,比亚迪,15.28-21.68万,15.28-21.68万
来宾,5047,五菱Nano EV,5.68,6.68,7,19,19,五菱汽车,上汽通用五菱,5.68-6.68万,5.68-6.68万
来宾,733,帝豪,6.99,12.98,8,18,1148,吉利汽车,吉利汽车,6.99-12.98万,6.69-12.68万
来宾,542,卡罗拉,10.98,15.98,9,18,1157,丰田,一汽丰田,10.98-15.98万,8.98-13.98万
来宾,5093,宝骏KiWi EV,7.78,10.28,10,15,104,宝骏,上汽通用五菱,7.78-10.28万,7.78-10.28万
来宾,5859,长安Lumin,4.89,6.39,11,13,41,长安,长安汽车,4.89-6.39万,4.89-6.39万
来宾,1150,逍客,15.49,18.89,12,13,642,日产,东风日产,15.49-18.89万,12.69-16.09万
来宾,5827,五菱佳辰,6.88,9.98,13,12,26,五菱汽车,上汽通用五菱,6.88-9.98万,6.88-9.98万
来宾,1290,五菱宏光,4.6,5.99,14,12,217,五菱汽车,上汽通用五菱,4.60-5.99万,4.60-5.99万
柳州,4499,五菱宏光MINIEV,3.28,9.99,1,815,507,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
柳州,5093,宝骏KiWi EV,7.78,10.28,2,652,104,宝骏,上汽通用五菱,7.78-10.28万,7.78-10.28万
柳州,1145,轩逸,9.98,17.49,3,173,1611,日产,东风日产,9.98-17.49万,7.78-16.49万
柳州,1810,风行S50 EV,13.19,15.99,4,163,17,东风风行,东风风行,13.19-15.99万,12.19-14.99万
柳州,4416,奔奔E-Star,2.98,7.48,5,153,217,长安,长安汽车,2.98-7.48万,
柳州,5037,五菱星辰,6.98,10.98,6,140,185,五菱汽车,上汽通用五菱,6.98-10.98万,6.88-10.98万
柳州,4819,思皓E10X,6.99,8.09,7,140,43,思皓,江汽集团,6.99-8.09万,6.99-8.09万
柳州,5047,五菱Nano EV,5.68,6.68,8,139,19,五菱汽车,上汽通用五菱,5.68-6.68万,5.68-6.68万
柳州,4629,哪吒V,7.99,12.38,9,138,207,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
柳州,3710,科莱威CLEVER,5.9999,5.9999,10,125,66,荣威,上汽集团,5.9999万,6.00万
柳州,4802,秦PLUS DM-i,11.18,16.58,11,98,1656,比亚迪,比亚迪,11.18-16.58万,11.18-16.58万
柳州,5859,长安Lumin,4.89,6.39,12,95,41,长安,长安汽车,4.89-6.39万,4.88-6.38万
柳州,1310,伊兰特,9.98,14.18,13,94,799,现代,北京现代,9.98-14.18万,9.28-12.68万
柳州,542,卡罗拉,10.98,15.98,14,92,1157,丰田,一汽丰田,10.98-15.98万,8.98-14.18万
柳州,345,威朗,12.99,15.89,15,91,923,别克,上汽通用别克,12.99-15.89万,8.79-11.69万
柳州,5008,海豚,10.28,13.08,16,89,347,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
柳州,414,速腾,12.79,17.29,17,80,1658,大众,一汽-大众,12.79-17.29万,11.29-15.89万
柳州,5288,长安UNI-V,10.89,13.99,18,79,842,长安,长安汽车,10.89-13.99万,10.89-13.99万
柳州,1101,小蚂蚁,7.39,9.4,19,75,193,奇瑞新能源,奇瑞新能源,7.39-9.40万,7.39-9.40万
柳州,1290,五菱宏光,4.6,5.99,20,74,217,五菱汽车,上汽通用五菱,4.60-5.99万,4.58-5.89万
柳州,1455,逸动,7.29,10.39,21,73,1583,长安,长安汽车,7.29-10.39万,6.49-9.79万
柳州,5827,五菱佳辰,6.88,9.98,22,70,26,五菱汽车,上汽通用五菱,6.88-9.98万,6.78-9.88万
柳州,393,朗逸,12.09,15.09,23,70,1214,大众,上汽大众,12.09-15.09万,10.89-13.89万
柳州,4272,零跑T03,7.95,9.65,24,69,305,零跑汽车,零跑汽车,7.95-9.65万,7.95-9.65万
柳州,3192,五菱宏光V,4.48,5.18,25,69,27,五菱汽车,上汽通用五菱,4.48-5.18万,4.38-5.08万
柳州,535,凯美瑞,17.98,26.98,26,68,1813,丰田,广汽丰田,17.98-26.98万,16.68-25.28万
柳州,733,帝豪,6.99,12.98,27,64,1148,吉利汽车,吉利汽车,6.99-12.98万,6.69-12.68万
柳州,534,雷凌,11.18,15.28,28,57,1321,丰田,广汽丰田,11.18-15.28万,8.88-13.28万
柳州,1014,马自达3 昂克赛拉,11.59,18.99,29,55,1777,马自达,长安马自达,11.59-18.99万,10.79-18.19万
柳州,4865,宋PLUS DM-i,15.28,21.68,30,52,1974,比亚迪,比亚迪,15.28-21.68万,15.28-21.68万
柳州,289,雅阁,16.98,25.98,31,52,2059,本田,广汽本田,16.98-25.98万,16.18-24.38万
柳州,1147,天籁,17.98,26.98,32,48,1760,日产,东风日产,17.98-26.98万,15.18-23.98万
柳州,276,思域,12.99,18.79,33,47,1788,本田,东风本田,12.99-18.79万,12.69-18.79万
柳州,4228,汉DM,21.58,31.98,34,45,1050,比亚迪,比亚迪,21.58-31.98万,21.58-31.98万
柳州,5248,元PLUS,13.78,16.58,35,40,348,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
柳州,311,唐DM,20.58,32.98,36,39,1054,比亚迪,比亚迪,20.58-32.98万,20.58-32.98万
柳州,4172,威兰达,17.18,24.88,37,38,500,丰田,广汽丰田,17.18-24.88万,15.58-23.28万
柳州,1291,五菱荣光,4.09,5.755,38,38,25,五菱汽车,上汽通用五菱,4.09-5.755万,3.84-5.75万
柳州,409,宝来,9.88,15.7,39,38,1036,大众,一汽-大众,9.88-15.70万,7.68-13.50万
柳州,546,RAV4荣放,17.58,26.08,40,35,944,丰田,一汽丰田,17.58-26.08万,16.28-24.58万
柳州,1626,五菱宏光S3,6.01,8.28,41,34,125,五菱汽车,上汽通用五菱,6.01-8.28万,5.98-8.28万
柳州,4300,汉EV,21.48,32.98,42,31,1057,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
柳州,397,凌渡,15.09,19.09,43,30,577,大众,上汽大众,15.09-19.09万,14.29-18.29万
柳州,2975,缤越,7.58,11.98,44,29,790,吉利汽车,吉利汽车,7.58-11.98万,7.28-11.98万
柳州,1150,逍客,15.49,18.89,45,29,642,日产,东风日产,15.49-18.89万,12.69-16.09万
柳州,4569,凯捷Victory,8.58,12.58,46,28,294,五菱汽车,上汽通用五菱,8.58-12.58万,8.48-12.48万
柳州,649,哈弗H6,9.89,15.7,47,28,1951,哈弗,长城汽车,9.89-15.70万,9.19-15.10万
柳州,5340,型格,12.99,16.69,48,27,344,本田,广汽本田,12.99-16.69万,12.29-15.99万
柳州,533,YARiS L 致炫,8.58,10.38,49,27,274,丰田,广汽丰田,8.58-10.38万,7.68-9.48万
柳州,5369,锋兰达,12.58,16.98,50,26,104,丰田,广汽丰田,12.58-16.98万,12.08-16.48万
柳州,3476,星瑞,11.37,14.57,51,25,2347,吉利汽车,吉利汽车,11.37-14.57万,11.37-14.57万
柳州,2928,缤瑞,7.98,10.98,52,25,692,吉利汽车,吉利汽车,7.98-10.98万,7.38-10.98万
柳州,1594,哈弗M6,7.19,9.29,53,25,413,哈弗,长城汽车,7.19-9.29万,6.69-8.79万
柳州,110,宝骏510,5.38,8.08,54,25,316,宝骏,上汽通用五菱,5.38-8.08万,5.28-7.68万
柳州,3068,亚洲龙,19.98,27.98,55,24,1057,丰田,一汽丰田,19.98-27.98万,18.18-26.18万
柳州,5290,驱逐舰 05,11.98,15.58,56,22,327,比亚迪,比亚迪,11.98-15.58万,11.98-15.58万
柳州,3049,秦Pro EV,14.99,20.49,57,22,29,比亚迪,比亚迪,14.99-20.49万,14.99-20.49万
柳州,4223,长安CS55 PLUS,9.29,12.59,58,21,757,长安,长安汽车,9.29-12.59万,8.49-12.59万
柳州,280,本田CR-V,16.98,27.68,59,21,1031,本田,东风本田,16.98-27.68万,15.98-25.98万
柳州,5343,问界M5,25.98,33.18,60,20,271,AITO,赛力斯汽车,25.98-33.18万,25.98-33.18万
柳州,5817,几何E,8.68,10.38,61,19,35,几何汽车,几何汽车,8.68-10.38万,8.68-10.38万
柳州,4532,长安欧尚X5,6.99,10.99,62,19,670,长安欧尚,长安汽车,6.99-10.99万,6.99-10.29万
柳州,2916,奥迪Q5L,39.68,48.88,63,19,929,奥迪,一汽-大众奥迪,39.68-48.88万,32.93-40.57万
柳州,5382,卡罗拉锐放,12.98,16.98,64,18,89,丰田,一汽丰田,12.98-16.98万,12.38-16.38万
柳州,4654,风行T5 EVO,10.39,13.69,65,18,217,东风风行,东风风行,10.39-13.69万,10.39-13.69万
柳州,2875,英仕派,17.99,25.59,66,18,918,本田,东风本田,17.99-25.59万,16.69-23.99万
柳州,1292,五菱之光,3.51,3.66,67,18,45,五菱汽车,上汽通用五菱,3.51-3.66万,3.48-3.66万
柳州,283,飞度,8.18,10.88,68,18,699,本田,广汽本田,8.18-10.88万,7.78-10.48万
柳州,5223,赛那,30.98,40.58,69,17,102,丰田,广汽丰田,30.98-40.58万,30.98-40.58万
柳州,4224,风光E1,6.78,7.38,70,17,1,东风风光,东风小康,6.78-7.38万,6.58-6.98万
柳州,3094,科鲁泽,9.49,12.29,71,17,994,雪佛兰,上汽通用雪佛兰,9.49-12.29万,7.19-9.39万
柳州,5439,长安欧尚Z6,9.99,12.99,72,16,109,长安欧尚,长安汽车,9.99-12.99万,9.99-12.99万
柳州,4388,悦虎,7.18,8.28,73,16,5,大运,大运汽车,7.18-8.28万,7.18-8.28万
柳州,1977,T-ROC探歌,15.89,17.79,74,16,437,大众,一汽-大众,15.89-17.79万,12.89-14.79万
柳州,394,桑塔纳,8.79,11.28,75,16,313,大众,上汽大众,8.79-11.28万,6.59-9.08万
柳州,279,本田XR-V,12.79,17.59,76,16,564,本田,东风本田,12.79-17.59万,11.59-16.39万
柳州,96,奥迪A4L,32.18,39.68,77,16,1850,奥迪,一汽-大众奥迪,32.18-39.68万,26.71-32.93万
柳州,4349,宝骏E300,6.48,8.48,78,15,24,宝骏,上汽通用五菱,6.48-8.48万,
柳州,1623,领克03,13.68,25.68,79,15,2179,领克,领克,13.68-25.68万,12.88-25.68万
柳州,415,迈腾,18.69,30.99,80,15,1058,大众,一汽-大众,18.69-30.99万,16.19-28.49万
柳州,288,缤智,12.78,17.68,81,15,517,本田,广汽本田,12.78-17.68万,10.48-15.38万
柳州,146,宝马5系,43.39,55.19,82,15,1274,宝马,华晨宝马,43.39-55.19万,40.39-52.19万
柳州,5389,风光MINIEV,3.26,5.56,83,14,12,东风风光,东风小康,3.26-5.56万,3.26-5.56万
柳州,4814,AION Y,13.76,18.98,84,14,317,埃安,广汽埃安新能源,13.76-18.98万,13.76-18.98万
柳州,4079,皓影,16.98,25.28,85,14,648,本田,广汽本田,16.98-25.28万,14.48-22.78万
柳州,3159,红旗HS5,18.38,24.98,86,14,1157,红旗,一汽红旗,18.38-24.98万,18.38-24.98万
柳州,2835,探岳,20.49,26.49,87,14,715,大众,一汽-大众,20.49-26.49万,16.99-23.29万
柳州,2794,瑞虎8,9.58,16.8888,88,14,1012,奇瑞,奇瑞汽车,9.58-16.8888万,8.48-16.89万
柳州,352,昂科威,20.99,30.99,89,14,1149,别克,上汽通用别克,20.99-30.99万,16.49-26.49万
柳州,1701,红旗H5经典,14.58,19.08,90,13,847,红旗,一汽红旗,14.58-19.08万,14.58-19.08万
柳州,536,汉兰达,26.88,34.88,91,13,671,丰田,广汽丰田,26.88-34.88万,26.88-34.88万
柳州,398,帕萨特,18.19,25.29,92,13,1176,大众,上汽大众,18.19-25.29万,16.69-25.29万
柳州,216,奔驰GLC,40.63,47.68,93,13,686,奔驰,北京奔驰,40.63-47.68万,35.63-42.68万
柳州,214,奔驰E级,43.68,55.6,94,13,870,奔驰,北京奔驰,43.68-55.60万,40.68-55.60万
柳州,5520,瑞虎8 PRO,12.69,17.19,95,12,164,奇瑞,奇瑞汽车,12.69-17.19万,11.99-16.49万
柳州,4901,五菱征程,6.98,9.08,96,12,19,五菱汽车,上汽通用五菱,6.98-9.08万,6.88-8.98万
柳州,4857,星越L,13.72,18.52,97,12,1734,吉利汽车,吉利汽车,13.72-18.52万,13.52-18.37万
柳州,4563,哈弗大狗,11.99,16.79,98,12,1093,哈弗,长城汽车,11.99-16.79万,11.49-16.77万
柳州,3196,长安CS75 PLUS,11.79,15.49,99,12,1376,长安,长安汽车,11.79-15.49万,11.29-15.49万
柳州,3101,AION S,13.98,19.16,100,12,185,埃安,广汽埃安新能源,13.98-19.16万,13.98-19.16万
