城市名,类型,车系id,车系名称,最低价,最高价,排名,本地销量,评论数,降价,品牌名称,子品牌名称,价格区间,经销商价格
南充,纯电动,5579,海豹,20.98,28.68,12,12,43,0,比亚迪,比亚迪,20.98-28.68万,20.98-28.68万
南充,纯电动,4503,凌宝BOX,4.18,6.88,13,12,7,0,凌宝汽车,吉麦新能源,4.18-6.88万,4.18-6.88万
南昌,纯电动,4363,Model Y,31.69,41.79,1,328,760,0,特斯拉,特斯拉中国,31.69-41.79万,31.69-41.79万
南昌,纯电动,5008,海豚,10.28,13.08,2,253,347,0,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
南昌,纯电动,3762,Model 3,29.0988,36.79,3,186,639,0,特斯拉,特斯拉中国,29.0988-36.79万,27.99-36.79万
南昌,纯电动,4499,五菱宏光MINIEV,3.28,9.99,4,92,507,0,五菱汽车,上汽通用五菱,3.28-9.99万,3.23-9.94万
南昌,纯电动,5015,ZEEKR 001,29.9,38.6,5,83,686,0,极氪,极氪,29.90-38.60万,29.90-38.60万
南昌,纯电动,5248,元PLUS,13.78,16.58,6,79,348,0,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
南昌,纯电动,3049,秦Pro EV,14.99,20.49,7,72,29,0,比亚迪,比亚迪,14.99-20.49万,14.99-20.49万
南昌,纯电动,4300,汉EV,21.48,32.98,8,61,1057,0,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
南昌,纯电动,5579,海豹,20.98,28.68,9,54,43,0,比亚迪,比亚迪,20.98-28.68万,20.98-28.68万
南昌,纯电动,3157,几何A,12.68,20.78,10,44,160,0,几何汽车,几何汽车,12.68-20.78万,12.68-20.78万
南昌,纯电动,4814,AION Y,13.76,18.98,11,36,317,0,埃安,广汽埃安新能源,13.76-18.98万,13.76-18.98万
南昌,纯电动,3352,小鹏P7,23.99,42.99,12,36,695,0,小鹏汽车,小鹏汽车,23.99-42.99万,23.99-42.99万
南昌,纯电动,5343,问界M5,25.98,33.18,13,35,271,0,AITO,赛力斯汽车,25.98-33.18万,25.98-33.18万
南昌,纯电动,4540,宋PLUS EV,18.08,19.78,14,35,253,0,比亚迪,比亚迪,18.08-19.78万,18.08-19.78万
南昌,纯电动,1655,东风风神E70,14.28,15.38,15,35,16,0,东风风神,东风乘用车,14.28-15.38万,13.28-15.38万
南昌,纯电动,3351,启辰D60 EV,12.98,17.88,16,34,10,0,启辰,东风日产启辰,12.98-17.88万,11.98-16.38万
南昌,纯电动,5859,长安Lumin,4.89,6.39,17,33,41,0,长安,长安汽车,4.89-6.39万,4.89-6.39万
南昌,纯电动,1456,逸动EV,14.99,15.99,18,31,12,0,长安,长安汽车,14.99-15.99万,14.99-15.99万
南昌,纯电动,5152,威马E.5,16.01,19.01,19,27,50,0,威马汽车,威马汽车,16.01-19.01万,16.01-19.01万
南昌,纯电动,3478,蔚来ET7,45.8,53.6,20,24,70,0,蔚来,蔚来,45.80-53.60万,45.80-53.60万
南昌,纯电动,3275,哪吒U,12.98,19.98,21,21,164,0,哪吒汽车,合众汽车,12.98-19.98万,12.98-19.98万
南昌,纯电动,4635,欧拉好猫,12.99,17.1,22,18,240,0,欧拉,长城汽车,12.99-17.10万,12.99-17.10万
南昌,纯电动,3359,微蓝6,17.79,19.69,23,18,82,0,别克,上汽通用别克,17.79-19.69万,15.33-19.39万
南昌,纯电动,2843,蔚来ES6,38.6,55.4,24,18,505,0,蔚来,蔚来,38.60-55.40万,37.47-54.14万
南昌,纯电动,4629,哪吒V,7.99,12.38,25,17,207,0,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
南昌,纯电动,1820,秦EV,12.99,16.98,26,17,34,0,比亚迪,比亚迪,12.99-16.98万,12.99-16.98万
南昌,纯电动,4538,宝马iX3,39.99,43.99,27,16,251,0,宝马,华晨宝马,39.99-43.99万,37.99-41.79万
南昌,纯电动,4076,比亚迪e3,15.48,15.48,28,16,6,0,比亚迪,比亚迪,15.48万,15.48万
南昌,纯电动,3101,AION S,13.98,19.16,29,15,185,0,埃安,广汽埃安新能源,13.98-19.16万,13.98-19.16万
南昌,纯电动,3710,科莱威CLEVER,5.9999,5.9999,30,13,66,0,荣威,上汽集团,5.9999万,6.00万
南昌,纯电动,4224,风光E1,6.78,7.38,31,12,1,0,东风风光,东风小康,6.78-7.38万,6.78-7.38万
南昌,纯电动,1101,小蚂蚁,7.39,9.4,32,12,193,0,奇瑞新能源,奇瑞新能源,7.39-9.40万,7.39-9.40万
南昌,纯电动,5004,小鹏P5,17.79,24.99,33,11,279,0,小鹏汽车,小鹏汽车,17.79-24.99万,17.79-24.99万
南昌,纯电动,4380,几何C,12.98,20.78,34,11,120,0,几何汽车,几何汽车,12.98-20.78万,12.98-20.78万
南昌,纯电动,2818,爱驰U5,17.99,19.99,35,11,32,0,爱驰,爱驰汽车,17.99-19.99万,17.99-19.99万
南京,纯电动,4363,Model Y,31.69,41.79,1,1190,760,0,特斯拉,特斯拉中国,31.69-41.79万,31.69-41.79万
南京,纯电动,3762,Model 3,29.0988,36.79,2,660,639,0,特斯拉,特斯拉中国,29.0988-36.79万,27.99-36.79万
南京,纯电动,5008,海豚,10.28,13.08,3,488,347,0,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
南京,纯电动,5015,ZEEKR 001,29.9,38.6,4,383,686,0,极氪,极氪,29.90-38.60万,29.90-38.60万
南京,纯电动,1820,秦EV,12.99,16.98,5,339,34,0,比亚迪,比亚迪,12.99-16.98万,12.99-16.98万
南京,纯电动,3359,微蓝6,17.79,19.69,6,276,82,0,别克,上汽通用别克,17.79-19.69万,14.79-19.39万
南京,纯电动,5248,元PLUS,13.78,16.58,7,249,348,0,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
南京,纯电动,3049,秦Pro EV,14.99,20.49,8,167,29,0,比亚迪,比亚迪,14.99-20.49万,14.99-20.49万
南京,纯电动,4499,五菱宏光MINIEV,3.28,9.99,9,148,507,0,五菱汽车,上汽通用五菱,3.28-9.99万,3.27-9.99万
南京,纯电动,1655,东风风神E70,14.28,15.38,10,148,16,0,东风风神,东风乘用车,14.28-15.38万,14.28-15.38万
南京,纯电动,4629,哪吒V,7.99,12.38,11,140,207,0,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
南京,纯电动,735,帝豪EV,13.68,15.58,12,140,24,0,几何汽车,几何汽车,13.68-15.58万,13.68-15.58万
南京,纯电动,4300,汉EV,21.48,32.98,13,133,1057,0,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
南京,纯电动,5579,海豹,20.98,28.68,14,129,43,0,比亚迪,比亚迪,20.98-28.68万,20.98-28.68万
南京,纯电动,3101,AION S,13.98,19.16,15,122,185,0,埃安,广汽埃安新能源,13.98-19.16万,13.98-19.16万
南京,纯电动,4272,零跑T03,7.95,9.65,16,114,305,0,零跑汽车,零跑汽车,7.95-9.65万,7.95-9.65万
南京,纯电动,1456,逸动EV,14.99,15.99,17,109,12,0,长安,长安汽车,14.99-15.99万,14.99-15.99万
南京,纯电动,3352,小鹏P7,23.99,42.99,18,106,695,0,小鹏汽车,小鹏汽车,23.99-42.99万,23.99-42.99万
南京,纯电动,4586,ID.4 CROZZ,18.73,28.73,19,91,347,0,大众,一汽-大众,18.73-28.73万,18.73-28.53万
南京,纯电动,2843,蔚来ES6,38.6,55.4,20,91,505,0,蔚来,蔚来,38.60-55.40万,37.47-54.14万
南京,纯电动,5343,问界M5,25.98,33.18,21,90,271,0,AITO,赛力斯汽车,25.98-33.18万,25.98-33.18万
南京,纯电动,4861,奔腾NAT,14.78,16.48,22,81,3,0,奔腾,一汽奔腾,14.78-16.48万,14.78-16.48万
南京,纯电动,3478,蔚来ET7,45.8,53.6,23,81,70,0,蔚来,蔚来,45.80-53.60万,45.80-53.60万
南京,纯电动,4635,欧拉好猫,12.99,17.1,24,77,240,0,欧拉,长城汽车,12.99-17.10万,12.99-17.10万
南京,纯电动,5859,长安Lumin,4.89,6.39,25,72,41,0,长安,长安汽车,4.89-6.39万,4.89-6.39万
南京,纯电动,1101,小蚂蚁,7.39,9.4,26,68,193,0,奇瑞新能源,奇瑞新能源,7.39-9.40万,7.39-9.40万
南京,纯电动,4731,零跑C11,17.98,23.98,27,66,333,0,零跑汽车,零跑汽车,17.98-23.98万,17.98-23.98万
南京,纯电动,5306,长安深蓝SL03,16.89,69.99,28,64,84,0,长安深蓝,长安汽车,16.89-69.99万,16.89-69.99万
南京,纯电动,3157,几何A,12.68,20.78,29,64,160,0,几何汽车,几何汽车,12.68-20.78万,12.68-20.78万
南京,纯电动,4538,宝马iX3,39.99,43.99,30,61,251,0,宝马,华晨宝马,39.99-43.99万,36.39-39.98万
南京,纯电动,5092,红旗E-QM5,12.28,20.78,31,59,17,0,红旗,一汽红旗,12.28-20.78万,12.28-20.78万
南京,纯电动,4814,AION Y,13.76,18.98,32,57,317,0,埃安,广汽埃安新能源,13.76-18.98万,13.76-18.98万
南京,纯电动,4224,风光E1,6.78,7.38,33,55,1,0,东风风光,东风小康,6.78-7.38万,6.78-7.38万
南京,纯电动,5819,蔚来ES7,46.8,54.8,34,51,14,0,蔚来,蔚来,46.80-54.80万,46.80-54.80万
南京,纯电动,3351,启辰D60 EV,12.98,17.88,35,48,10,0,启辰,东风日产启辰,12.98-17.88万,12.98-17.88万
南京,纯电动,5004,小鹏P5,17.79,24.99,36,46,279,0,小鹏汽车,小鹏汽车,17.79-24.99万,17.79-24.99万
南京,纯电动,3275,哪吒U,12.98,19.98,37,44,164,0,哪吒汽车,合众汽车,12.98-19.98万,12.98-19.98万
南京,纯电动,5122,创维EV6,14.68,27.28,38,41,7,0,创维汽车,创维汽车,14.68-27.28万,14.68-27.28万
南京,纯电动,4540,宋PLUS EV,18.08,19.78,39,37,253,0,比亚迪,比亚迪,18.08-19.78万,18.08-19.78万
南京,纯电动,4081,雪佛兰畅巡,15.99,18.73,40,37,74,0,雪佛兰,上汽通用雪佛兰,15.99-18.73万,14.75-17.99万
南京,纯电动,4961,ID.6 CROZZ,25.23,33.69,41,35,195,0,大众,一汽-大众,25.23-33.69万,24.52-33.48万
南京,纯电动,3077,唐EV,27.98,33.98,42,34,113,0,比亚迪,比亚迪,27.98-33.98万,27.98-33.98万
南京,纯电动,5257,QQ冰淇淋,3.99,5.752,43,33,53,0,奇瑞新能源,奇瑞新能源,3.99-5.752万,3.99-5.75万
南京,纯电动,4258,ID.4 X,18.9288,28.6288,44,31,284,0,大众,上汽大众,18.9288-28.6288万,18.93-28.33万
南京,纯电动,5093,宝骏KiWi EV,7.78,10.28,45,29,104,0,宝骏,上汽通用五菱,7.78-10.28万,7.77-10.27万
南京,纯电动,4819,思皓E10X,6.99,8.09,46,28,43,0,思皓,江汽集团,6.99-8.09万,6.99-8.09万
南京,纯电动,1616,蔚来ES8,49.6,65.6,47,25,216,0,蔚来,蔚来,49.60-65.60万,48.47-64.34万
南京,纯电动,5217,大众ID.3,14.9888,18.5288,48,23,180,0,大众,上汽大众,14.9888-18.5288万,14.99-18.23万
南京,纯电动,4637,极狐 阿尔法S,22.38,42.99,49,23,181,0,ARCFOX极狐,北汽新能源,22.38-42.99万,22.38-42.99万
南京,纯电动,4797,比亚迪e9,23.58,23.58,50,21,6,0,比亚迪,比亚迪,23.58万,23.58万
南京,纯电动,2819,小鹏G3,16.89,20.19,51,21,185,0,小鹏汽车,小鹏汽车,16.89-20.19万,16.89-20.19万
南京,纯电动,5817,几何E,8.68,10.38,52,20,35,0,几何汽车,几何汽车,8.68-10.38万,8.68-10.38万
南京,纯电动,5813,奔驰EQE,52.8,58.5,53,20,11,0,奔驰,北京奔驰,52.80-58.50万,52.79-58.49万
南京,纯电动,5322,smart精灵#1,19.42,27.9,54,20,22,0,smart,smart,19.42-27.90万,19.42-27.90万
南京,纯电动,4357,蔚来EC6,39.6,55.4,55,20,257,0,蔚来,蔚来,39.60-55.40万,38.47-54.14万
南京,纯电动,4870,智己L7,36.88,40.88,56,16,81,0,智己汽车,智己汽车,36.88-40.88万,36.88-40.88万
南京,纯电动,4890,福特电马,27.59,38.99,57,15,221,0,福特,福特新能源,27.59-38.99万,27.59-38.99万
南京,纯电动,5069,马自达CX-30 EV,15.98,20.18,58,14,11,0,马自达,长安马自达,15.98-20.18万,15.98-20.18万
南京,纯电动,4385,极狐 阿尔法T,21.88,32.53,59,14,113,0,ARCFOX极狐,北汽新能源,21.88-32.53万,21.88-31.99万
南京,纯电动,4894,ID.6 X,25.3288,33.8888,60,13,111,0,大众,上汽大众,25.3288-33.8888万,24.83-33.89万
南京,纯电动,4294,起亚K3 EV,22.98,23.98,61,12,5,0,起亚,起亚,22.98-23.98万,22.78-23.78万
南京,纯电动,4837,Modern in,13.98,19.98,62,11,2,0,摩登汽车,摩登汽车,13.98-19.98万,13.98-19.98万
南京,纯电动,4334,奥迪Q4 e-tron,29.99,37.71,63,11,9,0,奥迪,一汽-大众奥迪,29.99-37.71万,29.98-37.70万
南宁,纯电动,4499,五菱宏光MINIEV,3.28,9.99,1,589,507,0,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
南宁,纯电动,5008,海豚,10.28,13.08,2,383,347,0,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
南宁,纯电动,4363,Model Y,31.69,41.79,3,363,760,0,特斯拉,特斯拉中国,31.69-41.79万,31.69-41.79万
南宁,纯电动,4629,哪吒V,7.99,12.38,4,299,207,0,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
南宁,纯电动,3762,Model 3,29.0988,36.79,5,287,639,0,特斯拉,特斯拉中国,29.0988-36.79万,27.99-36.79万
南宁,纯电动,4272,零跑T03,7.95,9.65,6,203,305,0,零跑汽车,零跑汽车,7.95-9.65万,7.95-9.65万
南宁,纯电动,5859,长安Lumin,4.89,6.39,7,167,41,0,长安,长安汽车,4.89-6.39万,4.89-6.39万
南宁,纯电动,5248,元PLUS,13.78,16.58,8,164,348,0,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
南宁,纯电动,3049,秦Pro EV,14.99,20.49,9,161,29,0,比亚迪,比亚迪,14.99-20.49万,14.99-20.49万
南宁,纯电动,3101,AION S,13.98,19.16,10,140,185,0,埃安,广汽埃安新能源,13.98-19.16万,13.98-19.16万
南宁,纯电动,1655,东风风神E70,14.28,15.38,11,132,16,0,东风风神,东风乘用车,14.28-15.38万,10.48-14.88万
南宁,纯电动,4635,欧拉好猫,12.99,17.1,12,122,240,0,欧拉,长城汽车,12.99-17.10万,12.99-17.10万
南宁,纯电动,5093,宝骏KiWi EV,7.78,10.28,13,118,104,0,宝骏,上汽通用五菱,7.78-10.28万,7.78-10.28万
南宁,纯电动,4819,思皓E10X,6.99,8.09,14,117,43,0,思皓,江汽集团,6.99-8.09万,6.99-8.09万
南宁,纯电动,1101,小蚂蚁,7.39,9.4,15,104,193,0,奇瑞新能源,奇瑞新能源,7.39-9.40万,7.29-9.30万
南宁,纯电动,3351,启辰D60 EV,12.98,17.88,16,98,10,0,启辰,东风日产启辰,12.98-17.88万,12.98-16.88万
南宁,纯电动,3275,哪吒U,12.98,19.98,17,91,164,0,哪吒汽车,合众汽车,12.98-19.98万,12.98-19.98万
南宁,纯电动,4076,比亚迪e3,15.48,15.48,18,89,6,0,比亚迪,比亚迪,15.48万,15.48万
南宁,纯电动,1820,秦EV,12.99,16.98,19,82,34,0,比亚迪,比亚迪,12.99-16.98万,12.99-16.98万
南宁,纯电动,4861,奔腾NAT,14.78,16.48,20,72,3,0,奔腾,一汽奔腾,14.78-16.48万,14.68-16.48万
南宁,纯电动,4300,汉EV,21.48,32.98,21,72,1057,0,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
南宁,纯电动,4814,AION Y,13.76,18.98,22,66,317,0,埃安,广汽埃安新能源,13.76-18.98万,13.76-18.98万
南宁,纯电动,3157,几何A,12.68,20.78,23,65,160,0,几何汽车,几何汽车,12.68-20.78万,12.68-20.78万
南宁,纯电动,735,帝豪EV,13.68,15.58,24,64,24,0,几何汽车,几何汽车,13.68-15.58万,13.68-15.58万
南宁,纯电动,4224,风光E1,6.78,7.38,25,60,1,0,东风风光,东风小康,6.78-7.38万,5.98-6.58万
南宁,纯电动,1810,风行S50 EV,13.19,15.99,26,59,17,0,东风风行,东风风行,13.19-15.99万,11.50-13.49万
南宁,纯电动,3710,科莱威CLEVER,5.9999,5.9999,27,53,66,0,荣威,上汽集团,5.9999万,6.00万
南宁,纯电动,5015,ZEEKR 001,29.9,38.6,28,52,686,0,极氪,极氪,29.90-38.60万,29.90-38.60万
南宁,纯电动,5343,问界M5,25.98,33.18,29,49,271,0,AITO,赛力斯汽车,25.98-33.18万,25.98-33.18万
南宁,纯电动,5579,海豹,20.98,28.68,30,44,43,0,比亚迪,比亚迪,20.98-28.68万,20.98-28.68万
南宁,纯电动,5257,QQ冰淇淋,3.99,5.752,31,41,53,0,奇瑞新能源,奇瑞新能源,3.99-5.752万,3.99-5.75万
南宁,纯电动,1456,逸动EV,14.99,15.99,32,40,12,0,长安,长安汽车,14.99-15.99万,14.99-15.99万
南宁,纯电动,5152,威马E.5,16.01,19.01,33,39,50,0,威马汽车,威马汽车,16.01-19.01万,16.01-19.01万
南宁,纯电动,5306,长安深蓝SL03,16.89,69.99,34,37,84,0,长安深蓝,长安汽车,16.89-69.99万,16.89-69.99万
南宁,纯电动,5047,五菱Nano EV,5.68,6.68,35,36,19,0,五菱汽车,上汽通用五菱,5.68-6.68万,5.68-6.68万
南宁,纯电动,4731,零跑C11,17.98,23.98,36,35,333,0,零跑汽车,零跑汽车,17.98-23.98万,17.98-23.98万
南宁,纯电动,4540,宋PLUS EV,18.08,19.78,37,35,253,0,比亚迪,比亚迪,18.08-19.78万,18.08-19.78万
南宁,纯电动,5817,几何E,8.68,10.38,38,34,35,0,几何汽车,几何汽车,8.68-10.38万,8.68-10.38万
南宁,纯电动,3352,小鹏P7,23.99,42.99,39,30,695,0,小鹏汽车,小鹏汽车,23.99-42.99万,23.99-42.99万
南宁,纯电动,4293,小海狮 EV,12.88,12.88,40,29,1,0,SRM鑫源,华晨鑫源新能源,12.88万,12.88万
南宁,纯电动,5089,合创Z03,13.28,17.88,41,27,51,0,合创汽车,合创汽车,13.28-17.88万,13.28-17.88万
南宁,纯电动,4388,悦虎,7.18,8.28,42,26,5,0,大运,大运汽车,7.18-8.28万,7.18-8.28万
南宁,纯电动,4649,思皓E50A,14.59,18.98,43,24,6,0,思皓,江汽集团,14.59-18.98万,14.59-18.98万
南宁,纯电动,3455,比亚迪e2,9.58,15.08,44,23,109,0,比亚迪,比亚迪,9.58-15.08万,9.08-14.48万
南宁,纯电动,3478,蔚来ET7,45.8,53.6,45,22,70,0,蔚来,蔚来,45.80-53.60万,45.80-53.60万
南宁,纯电动,3077,唐EV,27.98,33.98,46,22,113,0,比亚迪,比亚迪,27.98-33.98万,27.98-33.98万
南宁,纯电动,5004,小鹏P5,17.79,24.99,47,21,279,0,小鹏汽车,小鹏汽车,17.79-24.99万,17.79-24.99万
南宁,纯电动,4586,ID.4 CROZZ,18.73,28.73,48,20,347,0,大众,一汽-大众,18.73-28.73万,18.73-28.73万
南宁,纯电动,3359,微蓝6,17.79,19.69,49,20,82,0,别克,上汽通用别克,17.79-19.69万,14.03-19.39万
南宁,纯电动,5389,风光MINIEV,3.26,5.56,50,15,12,0,东风风光,东风小康,3.26-5.56万,3.25-5.55万
南宁,纯电动,4961,ID.6 CROZZ,25.23,33.69,51,15,195,0,大众,一汽-大众,25.23-33.69万,25.23-33.69万
南宁,纯电动,4582,荣威i6 MAX EV,14.68,18.18,52,14,6,0,荣威,上汽集团,14.68-18.18万,14.68-18.18万
南宁,纯电动,4503,凌宝BOX,4.18,6.88,53,13,7,0,凌宝汽车,吉麦新能源,4.18-6.88万,4.18-6.88万
南宁,纯电动,5788,元宝,3.39,4.99,54,12,0,0,北汽制造,北京汽车制造厂,3.39-4.99万,3.29-4.89万
南宁,纯电动,5293,YOUNG光小新,0,0,55,12,4,0,电动屋,电动屋,暂无报价,
南宁,纯电动,5092,红旗E-QM5,12.28,20.78,56,12,17,0,红旗,一汽红旗,12.28-20.78万,12.28-20.78万
南宁,纯电动,4538,宝马iX3,39.99,43.99,57,11,251,0,宝马,华晨宝马,39.99-43.99万,39.99-43.99万
南通,纯电动,4363,Model Y,31.69,41.79,1,260,760,0,特斯拉,特斯拉中国,31.69-41.79万,31.69-41.79万
南通,纯电动,5008,海豚,10.28,13.08,2,257,347,0,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
南通,纯电动,4499,五菱宏光MINIEV,3.28,9.99,3,244,507,0,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
南通,纯电动,4629,哪吒V,7.99,12.38,4,212,207,0,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
南通,纯电动,5248,元PLUS,13.78,16.58,5,190,348,0,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
南通,纯电动,3762,Model 3,29.0988,36.79,6,173,639,0,特斯拉,特斯拉中国,29.0988-36.79万,27.99-36.79万
南通,纯电动,4272,零跑T03,7.95,9.65,7,137,305,0,零跑汽车,零跑汽车,7.95-9.65万,7.95-9.65万
南通,纯电动,4731,零跑C11,17.98,23.98,8,128,333,0,零跑汽车,零跑汽车,17.98-23.98万,17.98-23.98万
南通,纯电动,1101,小蚂蚁,7.39,9.4,9,124,193,0,奇瑞新能源,奇瑞新能源,7.39-9.40万,7.39-9.40万
南通,纯电动,3049,秦Pro EV,14.99,20.49,10,110,29,0,比亚迪,比亚迪,14.99-20.49万,14.99-20.49万
南通,纯电动,5257,QQ冰淇淋,3.99,5.752,11,103,53,0,奇瑞新能源,奇瑞新能源,3.99-5.752万,3.99-5.75万
南通,纯电动,4300,汉EV,21.48,32.98,12,99,1057,0,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
南通,纯电动,5859,长安Lumin,4.89,6.39,13,83,41,0,长安,长安汽车,4.89-6.39万,4.89-6.39万
南通,纯电动,3275,哪吒U,12.98,19.98,14,74,164,0,哪吒汽车,合众汽车,12.98-19.98万,12.98-19.98万
南通,纯电动,4635,欧拉好猫,12.99,17.1,15,67,240,0,欧拉,长城汽车,12.99-17.10万,12.99-17.10万
南通,纯电动,5015,ZEEKR 001,29.9,38.6,16,64,686,0,极氪,极氪,29.90-38.60万,29.90-38.60万
南通,纯电动,4819,思皓E10X,6.99,8.09,17,60,43,0,思皓,江汽集团,6.99-8.09万,6.99-8.09万
南通,纯电动,4224,风光E1,6.78,7.38,18,60,1,0,东风风光,东风小康,6.78-7.38万,5.98-6.58万
南通,纯电动,5343,问界M5,25.98,33.18,19,57,271,0,AITO,赛力斯汽车,25.98-33.18万,25.98-33.18万
南通,纯电动,3352,小鹏P7,23.99,42.99,20,55,695,0,小鹏汽车,小鹏汽车,23.99-42.99万,23.99-42.99万
南通,纯电动,5817,几何E,8.68,10.38,21,53,35,0,几何汽车,几何汽车,8.68-10.38万,8.68-10.38万
南通,纯电动,5579,海豹,20.98,28.68,22,47,43,0,比亚迪,比亚迪,20.98-28.68万,20.98-28.68万
南通,纯电动,4814,AION Y,13.76,18.98,23,46,317,0,埃安,广汽埃安新能源,13.76-18.98万,13.76-18.98万
南通,纯电动,3710,科莱威CLEVER,5.9999,5.9999,24,35,66,0,荣威,上汽集团,5.9999万,6.00万
南通,纯电动,4540,宋PLUS EV,18.08,19.78,25,26,253,0,比亚迪,比亚迪,18.08-19.78万,18.08-19.78万
南通,纯电动,3478,蔚来ET7,45.8,53.6,26,26,70,0,蔚来,蔚来,45.80-53.60万,45.80-53.60万
南通,纯电动,3101,AION S,13.98,19.16,27,25,185,0,埃安,广汽埃安新能源,13.98-19.16万,13.98-19.16万
南通,纯电动,4586,ID.4 CROZZ,18.73,28.73,28,24,347,0,大众,一汽-大众,18.73-28.73万,18.73-28.53万
南通,纯电动,3157,几何A,12.68,20.78,29,24,160,0,几何汽车,几何汽车,12.68-20.78万,12.68-20.78万
南通,纯电动,5217,大众ID.3,14.9888,18.5288,30,21,180,0,大众,上汽大众,14.9888-18.5288万,14.99-18.23万
南通,纯电动,4503,凌宝BOX,4.18,6.88,31,21,7,0,凌宝汽车,吉麦新能源,4.18-6.88万,4.18-6.88万
南通,纯电动,4258,ID.4 X,18.9288,28.6288,32,21,284,0,大众,上汽大众,18.9288-28.6288万,18.93-28.33万
南通,纯电动,5306,长安深蓝SL03,16.89,69.99,33,19,84,0,长安深蓝,长安汽车,16.89-69.99万,16.89-69.99万
南通,纯电动,5089,合创Z03,13.28,17.88,34,19,51,0,合创汽车,合创汽车,13.28-17.88万,13.28-17.88万
南通,纯电动,5004,小鹏P5,17.79,24.99,35,18,279,0,小鹏汽车,小鹏汽车,17.79-24.99万,17.79-24.99万
南通,纯电动,2843,蔚来ES6,38.6,55.4,36,17,505,0,蔚来,蔚来,38.60-55.40万,37.47-54.14万
南通,纯电动,1820,秦EV,12.99,16.98,37,17,34,0,比亚迪,比亚迪,12.99-16.98万,12.99-16.98万
南通,纯电动,4380,几何C,12.98,20.78,38,16,120,0,几何汽车,几何汽车,12.98-20.78万,12.98-20.78万
南通,纯电动,5093,宝骏KiWi EV,7.78,10.28,39,15,104,0,宝骏,上汽通用五菱,7.78-10.28万,7.78-10.28万
南通,纯电动,735,帝豪EV,13.68,15.58,40,15,24,0,几何汽车,几何汽车,13.68-15.58万,13.68-15.58万
南通,纯电动,5819,蔚来ES7,46.8,54.8,41,12,14,0,蔚来,蔚来,46.80-54.80万,46.80-54.80万
南通,纯电动,5322,smart精灵#1,19.42,27.9,42,12,22,0,smart,smart,19.42-27.90万,19.42-27.90万
南通,纯电动,4538,宝马iX3,39.99,43.99,43,12,251,0,宝马,华晨宝马,39.99-43.99万,34.99-39.00万
南通,纯电动,3077,唐EV,27.98,33.98,44,12,113,0,比亚迪,比亚迪,27.98-33.98万,27.98-33.98万
南通,纯电动,5389,风光MINIEV,3.26,5.56,45,11,12,0,东风风光,东风小康,3.26-5.56万,3.25-5.56万
南通,纯电动,4357,蔚来EC6,39.6,55.4,46,11,257,0,蔚来,蔚来,39.60-55.40万,38.47-54.14万
南通,纯电动,2819,小鹏G3,16.89,20.19,47,11,185,0,小鹏汽车,小鹏汽车,16.89-20.19万,16.89-20.19万
宁波,纯电动,4363,Model Y,31.69,41.79,1,924,760,0,特斯拉,特斯拉中国,31.69-41.79万,31.69-41.79万
宁波,纯电动,3762,Model 3,29.0988,36.79,2,843,639,0,特斯拉,特斯拉中国,29.0988-36.79万,27.99-36.79万
宁波,纯电动,4961,ID.6 CROZZ,25.23,33.69,3,623,195,0,大众,一汽-大众,25.23-33.69万,24.52-33.48万
宁波,纯电动,5008,海豚,10.28,13.08,4,454,347,0,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
宁波,纯电动,4586,ID.4 CROZZ,18.73,28.73,5,308,347,0,大众,一汽-大众,18.73-28.73万,18.63-28.53万
宁波,纯电动,4629,哪吒V,7.99,12.38,6,268,207,0,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
宁波,纯电动,4731,零跑C11,17.98,23.98,7,196,333,0,零跑汽车,零跑汽车,17.98-23.98万,17.98-23.98万
宁波,纯电动,2843,蔚来ES6,38.6,55.4,8,174,505,0,蔚来,蔚来,38.60-55.40万,37.47-54.14万
宁波,纯电动,5015,ZEEKR 001,29.9,38.6,9,167,686,0,极氪,极氪,29.90-38.60万,28.64-38.60万
宁波,纯电动,5248,元PLUS,13.78,16.58,10,163,348,0,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
宁波,纯电动,4272,零跑T03,7.95,9.65,11,152,305,0,零跑汽车,零跑汽车,7.95-9.65万,7.95-9.65万
