carid,类型,page,车系,年款,车型,标题,上牌年限,公里数（万公里）,二手车售价,新车售价,详情页url,车源地,上牌时间,过户次数,上牌地,车身颜色,内饰颜色,车商名称,在售车源数,车商地址,dt
7415140,纯电20w上,13,宝马iX3 ,2021款, 创领型,宝马iX3 2021款 创领型,1年6个月,2.03万公里,29.98万,43.99万,https://www.dongchedi.com/usedcar/7415140,北京,2021年07月上牌,1次,北京,红色,深色,北京京宝行宝马官方认证二手车,在售车源109辆,北京市海淀区闵庄路19号,2023/01/05
7115561,纯电20w上,13,Model Y ,2022款, 长续航全轮驱动版,Model Y 2022款 长续航全轮驱动版,11个月,0.98万公里,31.80万,39.49万,https://www.dongchedi.com/usedcar/7115561,长沙,2022年02月上牌,1次,长沙,白色,深色,长沙万盛名车,在售车源14辆,长沙县湘龙街道中南汽车世界M14栋万盛名车,2023/01/05
9273723,纯电20w上,13,奥迪e-tron(进口) ,2019款, 55 quattro 全球限量版 Edition 1,奥迪e-tron(进口) 2019款 55 quattro 全球限量版 Edition 1,未上牌,0.78万公里,39.48万,82.86万,https://www.dongchedi.com/usedcar/9273723,成都,未上牌,0次,--,蓝色,深色,新元素官方认证二手车,在售车源30辆,1,2023/01/05
9272599,纯电20w上,13,宝马iX3 ,2021款, 改款 领先型,宝马iX3 2021款 改款 领先型,1年7个月,3.10万公里,24.06万,39.99万,https://www.dongchedi.com/usedcar/9272599,成都,2021年06月上牌,0次,成都,黑色,浅色,华瓴收车,在售车源120辆,成都市双流区锦和汽车商业中心,2023/01/05
9251789,纯电20w上,13,极狐 阿尔法S ,2022款, 708S 160kW,极狐 阿尔法S 2022款 708S 160kW,1个月,0.01万公里,21.60万,26.73万,https://www.dongchedi.com/usedcar/9251789,武汉,2023年01月上牌,0次,武汉,深灰色,深色,时代名车,在售车源17辆,武汉市长丰爱之家市场时代名车,2023/01/05
9166346,纯电20w上,13,蔚来EC6 ,2020款, 465KM 运动版,蔚来EC6 2020款 465KM 运动版,9个月,0.01万公里,28.90万,37.80万,https://www.dongchedi.com/usedcar/9166346,西安,2022年04月上牌,0次,西安,红色,深色,聚顺源,在售车源50辆,雁塔区昆明路石桥车城 ,2023/01/05
9090704,纯电20w上,13,蔚来EC6 ,2020款, 430KM 运动版,蔚来EC6 2020款 430KM 运动版,1年,1.40万公里,26.66万,36.80万,https://www.dongchedi.com/usedcar/9090704,金华,2021年12月上牌,1次,金华,银灰色,深色,永康市六加六名车行,在售车源3辆,浙江省金华市永康市经济开发区银川西路200号1楼,2023/01/05
8968656,纯电20w上,13,ID.6 CROZZ ,2022款, 长续航PURE+版,ID.6 CROZZ 2022款 长续航PURE+版,9个月,0.40万公里,22.80万,28.29万,https://www.dongchedi.com/usedcar/8968656,桂林,2022年04月上牌,0次,桂林,蓝色,浅色,桂林鑫广达一汽大众官方认证二手车,在售车源29辆,灵川县八里街川东二路与八里七路交叉口东北面,2023/01/05
8130463,纯电20w上,13,小鹏P7 ,2021款, 670E鹏翼版,小鹏P7 2021款 670E鹏翼版,1年,1.10万公里,29.68万,38.69万,https://www.dongchedi.com/usedcar/8130463,广州,2022年01月上牌,0次,广州,银灰色,深色,广州广宝发二手车,在售车源28辆,广州市海珠区南洲北路天羽二手车市场二楼,2023/01/05
6365272,纯电20w上,13,Model 3(进口) ,2019款, 长续航后驱版,Model 3(进口) 2019款 长续航后驱版,3年9个月,4.80万公里,21.80万,42.10万,https://www.dongchedi.com/usedcar/6365272,佛山,2019年04月上牌,0次,佛山,黑色,浅色,佛山特斯拉二手车,在售车源7辆,佛山市禅城区佛山大道中83号佛山（国际）车城南一区3号,2023/01/05
6181029,纯电20w上,13,汉EV ,2020款, 四驱高性能版旗舰型,汉EV 2020款 四驱高性能版旗舰型,1年11个月,1万公里,20.58万,28.45万,https://www.dongchedi.com/usedcar/6181029,台州,2021年02月上牌,0次,台州,红色,深色,台州永恒车业,在售车源17辆,台州路桥方林二手车市场Ａ区6号,2023/01/05
9197559,纯电20w上,13,Model X ,2017款, 100D 长续航版,Model X 2017款 100D 长续航版,5年6个月,5.14万公里,47.90万,79.40万,https://www.dongchedi.com/usedcar/9197559,北京,2017年07月上牌,2次,北京,白色,深色,北京傲途汇名车中心,在售车源86辆,北京市朝阳区金盏东苇路金港汽车公园F区1号,2023/01/05
8951197,纯电20w上,13,汉EV ,2020款, 四驱高性能版旗舰型,汉EV 2020款 四驱高性能版旗舰型,1年2个月,1.05万公里,21.88万,28.45万,https://www.dongchedi.com/usedcar/8951197,成都,2021年10月上牌,0次,成都,白色,深色,美辰二手车,在售车源8辆,四川省成都市武侯区西部汽车城高新市场W49,2023/01/05
8931000,纯电20w上,13,AION LX ,2022款, PLUS 80 智尊版,AION LX 2022款 PLUS 80 智尊版,4个月,0.01万公里,22.00万,28.66万,https://www.dongchedi.com/usedcar/8931000,深圳,2022年09月上牌,0次,深圳,白色,浅色,新力达二手车,在售车源17辆,深圳市龙岗区六通二手车交易市场2楼1层,2023/01/05
8895133,纯电20w上,13,小鹏P7 ,2021款, 670G,小鹏P7 2021款 670G,1年2个月,2.10万公里,20.98万,27.29万,https://www.dongchedi.com/usedcar/8895133,海口,2021年11月上牌,0次,海口,银灰色,深色,品优汽车,在售车源41辆,海南省海口市龙华区南海大道保税区海南汽车小镇A楼二层,2023/01/05
8418909,纯电20w上,13,Model Y ,2022款, 长续航全轮驱动版,Model Y 2022款 长续航全轮驱动版,6个月,0.38万公里,32.00万,39.49万,https://www.dongchedi.com/usedcar/8418909,宁波,2022年06月上牌,0次,宁波,黑色,深色,宁波炜嘉二手车,在售车源70辆,浙江省宁波市鄞州区宁穿路5号桥宁波市世纪汽车城B-11,2023/01/05
8365513,纯电20w上,13,小鹏P7 ,2022款, 670N+,小鹏P7 2022款 670N+,10个月,1.35万公里,21.98万,28.59万,https://www.dongchedi.com/usedcar/8365513,厦门,2022年03月上牌,0次,厦门,银灰色,浅色,厦门车管家私人订制,在售车源11辆,厦门市集美区锦珩路2号建发二手交易市场5楼,2023/01/05
8167514,纯电20w上,13,小鹏P7 ,2021款, 670G,小鹏P7 2021款 670G,1年1个月,0.70万公里,22.10万,27.29万,https://www.dongchedi.com/usedcar/8167514,珠海,2021年12月上牌,0次,珠海,深灰色,浅色,珠海东申达汽贸,在售车源10辆,珠海市香洲区梅界东路1072号之二,2023/01/05
9069227,纯电20w上,13,宝马iX3 ,2021款, 创领型,宝马iX3 2021款 创领型,1年9个月,2.35万公里,28.50万,43.99万,https://www.dongchedi.com/usedcar/9069227,上海,2021年03月上牌,0次,上海,黑色,浅色,上海易佰新能源,在售车源6辆,上海市宝山区潘泾路969号,2023/01/05
9058588,纯电20w上,13,汉EV ,2020款, 四驱高性能版旗舰型,汉EV 2020款 四驱高性能版旗舰型,1年3个月,1.90万公里,21.98万,28.45万,https://www.dongchedi.com/usedcar/9058588,上海,2021年10月上牌,1次,上海,深灰色,深色,上海鸣滴新能源,在售车源7辆,上海市嘉定区江桥镇高潮路257号鸣滴新能源,2023/01/05
8999367,纯电20w上,13,Model X ,2019款, 长续航版,Model X 2019款 长续航版,2年4个月,2.02万公里,62.80万,77.29万,https://www.dongchedi.com/usedcar/8999367,上海,2020年09月上牌,1次,上海,红色,深色,上海宝丽二手车,在售车源75辆,上海市闵行区七莘路3588号,2023/01/05
8635655,纯电20w上,13,小鹏P7 ,2020款, 670N,小鹏P7 2020款 670N,1年11个月,2.60万公里,20.68万,28.29万,https://www.dongchedi.com/usedcar/8635655,昆明,2021年02月上牌,0次,昆明,银灰色,深色,昆明老友汽车,在售车源69辆,昆明市盘龙区人民东路机场高速延长线与金瓦路交汇处，车行天下二期新东集4楼，昆明老友汽车,2023/01/05
8634093,纯电20w上,13,Model 3 ,2021款, Performance高性能全轮驱动版,Model 3 2021款 Performance高性能全轮驱动版,1年7个月,1.40万公里,26.18万,33.99万,https://www.dongchedi.com/usedcar/8634093,青岛,2021年06月上牌,0次,青岛,黑色,深色,青岛东祥二手车,在售车源11辆,青岛市市北区南昌路197号苏尚万车一楼东祥车行,2023/01/05
8632964,纯电20w上,13,蔚来ES6 ,2020款, 600KM 运动版,蔚来ES6 2020款 600KM 运动版,1年7个月,2.70万公里,27.60万,42.60万,https://www.dongchedi.com/usedcar/8632964,宁波,2021年05月上牌,1次,宁波,银灰色,深色,甬贝名车,在售车源11辆,浙江省宁波市鄞州区福明路525-1号,2023/01/05
8494268,纯电20w上,13,小鹏P7 ,2020款, 670N,小鹏P7 2020款 670N,1年1个月,1.90万公里,21.80万,28.29万,https://www.dongchedi.com/usedcar/8494268,佛山,2021年12月上牌,0次,佛山,深灰色,深色,佛山迈卡易名车汇,在售车源83辆,佛山市南海区海八路G11号迈卡易名车汇,2023/01/05
8356623,纯电20w上,13,Model Y ,2021款, 标准续航后轮驱动版,Model Y 2021款 标准续航后轮驱动版,1年2个月,0.52万公里,23.68万,29.18万,https://www.dongchedi.com/usedcar/8356623,成都,2021年11月上牌,2次,成都,黑色,深色,雷神新能源二手车成都店,在售车源10辆,四川省成都市双流区西航港街道西航港大道中三段1916号海源二手车市场内,2023/01/05
8221940,纯电20w上,13,小鹏P7 ,2020款, 后驱长续航智行版,小鹏P7 2020款 后驱长续航智行版,1年6个月,3.90万公里,22.50万,22.99万,https://www.dongchedi.com/usedcar/8221940,清远,2021年07月上牌,0次,清远,银灰色,深色,清远聚亿名车,在售车源18辆,清远市清城区附诚大道33号奔宝达二手车市场,2023/01/05
8095986,纯电20w上,13,Model S ,2016款, 75,Model S 2016款 75,5年,6.50万公里,33.98万,77.22万,https://www.dongchedi.com/usedcar/8095986,上海,2018年01月上牌,0次,上海,蓝色,深色,上海合木二手车,在售车源23辆,上海市闵行区顾戴路3351号,2023/01/05
7284973,纯电20w上,13,Model 3 ,2020款, 标准续航后驱升级版,Model 3 2020款 标准续航后驱升级版,2年11个月,4.20万公里,21.29万,29.18万,https://www.dongchedi.com/usedcar/7284973,重庆,2020年01月上牌,1次,重庆,其他,深色,特特新能源二手车,在售车源16辆,重庆市两江新区天宫殿街道泰山大道西段2号附7号,2023/01/05
9273875,纯电20w上,13,Model Y ,2022款, 后轮驱动版,Model Y 2022款 后轮驱动版,10个月,0.90万公里,25.88万,31.69万,https://www.dongchedi.com/usedcar/9273875,芜湖,2022年03月上牌,0次,芜湖,黑色,深色,芜湖豪尚名车,在售车源16辆,安徽省芜湖市鸠江区官陡街道南翔万商城豪尚名车,2023/01/05
9255471,纯电20w上,13,宝马iX3 ,2022款, 领先型,宝马iX3 2022款 领先型,1年2个月,1.45万公里,30.98万,39.99万,https://www.dongchedi.com/usedcar/9255471,北京,2021年11月上牌,1次,北京,黑色,深色,北京京宝行宝马官方认证二手车,在售车源109辆,北京市海淀区闵庄路19号,2023/01/05
9210042,纯电20w上,13,小鹏P7 ,2020款, 670E,小鹏P7 2020款 670E,2年,2.20万公里,21.80万,31.49万,https://www.dongchedi.com/usedcar/9210042,上海,2021年01月上牌,1次,上海,深灰色,深色,上海中景二手车,在售车源31辆,上海市嘉定区博园路969号二手车交易中心一楼5--6号,2023/01/05
9166768,纯电20w上,13,Model Y ,2022款, 后轮驱动版,Model Y 2022款 后轮驱动版,9个月,1.70万公里,24.50万,31.69万,https://www.dongchedi.com/usedcar/9166768,襄阳,2022年03月上牌,0次,襄阳,咖啡色,深色,襄阳风云名车2,在售车源33辆,襄阳市樊城区团山镇华港鑫二手车交易市场9栋1号,2023/01/05
8966179,纯电20w上,14,ID.6 X ,2021款, Pro极智长续航版,ID.6 X 2021款 Pro极智长续航版,11个月,1.10万公里,21.58万,27.89万,https://www.dongchedi.com/usedcar/8966179,常州,2022年01月上牌,0次,常州,白色,浅色,常州安飞士二手车,在售车源28辆,常州市武进区湖塘镇延政中大道1-2号,2023/01/05
8963947,纯电20w上,14,Model X ,2019款, 长续航版,Model X 2019款 长续航版,2年11个月,3.50万公里,59.80万,77.29万,https://www.dongchedi.com/usedcar/8963947,上海,2020年02月上牌,0次,上海,蓝色,深色,上海沪名行二手车,在售车源50辆,上海市松江区九干路50号,2023/01/05
8693186,纯电20w上,14,宝马iX3 ,2022款, 领先型,宝马iX3 2022款 领先型,1年2个月,1.46万公里,30.98万,39.99万,https://www.dongchedi.com/usedcar/8693186,北京,2021年11月上牌,1次,北京,黑色,深色,北京京宝行宝马官方认证二手车,在售车源109辆,北京市海淀区闵庄路19号,2023/01/05
8674461,纯电20w上,14,蔚来EC6 ,2020款, 605KM 运动版,蔚来EC6 2020款 605KM 运动版,4个月,0.20万公里,35.60万,43.60万,https://www.dongchedi.com/usedcar/8674461,西安,2022年09月上牌,0次,西安,深灰色,深色,西安盛泰轩名车,在售车源23辆,沣东新城公城二手车市场盛泰轩,2023/01/05
8291168,纯电20w上,14,蔚来ES8 ,2018款, 创始版,蔚来ES8 2018款 创始版,4年4个月,6.30万公里,24.30万,54.80万,https://www.dongchedi.com/usedcar/8291168,杭州,2018年09月上牌,1次,杭州,蓝色,深色,惠风车业,在售车源47辆,杭州市拱墅区石祥路589号汽车城C馆,2023/01/05
8227653,纯电20w上,14,Model Y ,2022款, 后轮驱动版,Model Y 2022款 后轮驱动版,6个月,0.90万公里,25.88万,31.69万,https://www.dongchedi.com/usedcar/8227653,上海,2022年06月上牌,0次,上海,黑色,深色,上海甄选二手车,在售车源57辆,上海市闵行区顾戴路2568号2号楼一楼 甄车坊,2023/01/05
8150741,纯电20w上,14,宝马iX3 ,2021款, 领先型,宝马iX3 2021款 领先型,1年11个月,1.70万公里,31.00万,39.99万,https://www.dongchedi.com/usedcar/8150741,厦门,2021年01月上牌,1次,厦门,黑色,浅色,信达淘靓车,在售车源6辆,厦门市思明区体育路36-4-103号,2023/01/05
9264473,纯电20w上,14,Model Y ,2022款, 后轮驱动版,Model Y 2022款 后轮驱动版,4个月,1.35万公里,24.58万,31.69万,https://www.dongchedi.com/usedcar/9264473,上海,2022年08月上牌,0次,上海,黑色,深色,上海金梁二手车,在售车源28辆,上海市金山区亭卫公路2258号，金梁二手车,2023/01/05
9196381,纯电20w上,14,Model Y ,2022款, 后轮驱动版,Model Y 2022款 后轮驱动版,7个月,1.53万公里,24.58万,31.69万,https://www.dongchedi.com/usedcar/9196381,郑州,2022年06月上牌,1次,郑州,黑色,浅色,郑州淘淘悦汽车,在售车源206辆,郑州市金水区天伦路12号,2023/01/05
8994586,纯电20w上,14,小鹏P7 ,2022款, 480E+,小鹏P7 2022款 480E+,3个月,0.20万公里,21.50万,26.29万,https://www.dongchedi.com/usedcar/8994586,杭州,2022年10月上牌,0次,杭州,银灰色,深色,兄弟车业,在售车源9辆,杭州市拱墅区石祥路589号汽车城A管二楼8号,2023/01/05
8977115,纯电20w上,14,Model X ,2016款, 90D,Model X 2016款 90D,5年11个月,9.80万公里,35.88万,98.47万,https://www.dongchedi.com/usedcar/8977115,宁波,2017年02月上牌,1次,宁波,深灰色,深色,慕尚名车馆,在售车源7辆,宁波市海曙区鄞县大道古林段1号（途众二手车交易市场B区19号）,2023/01/05
8964588,纯电20w上,14,Model Y ,2022款, 后轮驱动版,Model Y 2022款 后轮驱动版,9个月,1.03万公里,24.58万,31.69万,https://www.dongchedi.com/usedcar/8964588,合肥,2022年03月上牌,0次,合肥,白色,浅色,合肥佰世行名车,在售车源9辆,合肥市包河区繁华大道与天津路交叉口，阿里二手车市场,2023/01/05
8820964,纯电20w上,14,奔驰EQB ,2022款, EQB 260,奔驰EQB 2022款 EQB 260,7个月,0.40万公里,28.80万,35.18万,https://www.dongchedi.com/usedcar/8820964,西安,2022年06月上牌,1次,西安,黑色,深色,北星二手车,在售车源100辆,陕西省西安市雁塔区丈八沟街道科技八路89号金泰·新理城,2023/01/05
8779216,纯电20w上,14,Model Y ,2021款, 长续航全轮驱动版,Model Y 2021款 长续航全轮驱动版,1年8个月,1.30万公里,26.98万,34.79万,https://www.dongchedi.com/usedcar/8779216,南京,2021年04月上牌,0次,南京,黑色,深色,南京铭涛尊享名车,在售车源12辆,南京市江宁区天临路88号,2023/01/05
8508866,纯电20w上,14,Model S ,2016款, 60,Model S 2016款 60,5年11个月,4.70万公里,25.80万,70.89万,https://www.dongchedi.com/usedcar/8508866,无锡,2017年02月上牌,0次,无锡,蓝色,深色,优车优乐,在售车源60辆,无锡市梁溪区南湖大道580号一层,2023/01/05
8166917,纯电20w上,14,Model Y ,2022款, Performance 高性能全轮驱动版,Model Y 2022款 Performance 高性能全轮驱动版,1年,0.76万公里,32.58万,39.79万,https://www.dongchedi.com/usedcar/8166917,北京,2022年01月上牌,1次,北京,白色,深色,北京好多车,在售车源16辆,北京市门头沟区龙兴南二路6号院3号楼2101室,2023/01/05
8077328,纯电20w上,14,Model X ,2016款, 90D,Model X 2016款 90D,5年9个月,5.20万公里,43.90万,98.47万,https://www.dongchedi.com/usedcar/8077328,杭州,2017年04月上牌,2次,杭州,银灰色,浅色,众合名车,在售车源7辆,杭州汽车城B馆1楼36号众合名车,2023/01/05
7793939,纯电20w上,14,小鹏P7 ,2020款, 670N,小鹏P7 2020款 670N,2年,1.84万公里,20.80万,28.29万,https://www.dongchedi.com/usedcar/7793939,成都,2021年01月上牌,2次,成都,深灰色,浅色,淘车二手车成都店,在售车源87辆,成都市双流区珠江路600号蓝光空港cocomall  A馆,2023/01/05
7308203,纯电20w上,14,Model Y ,2022款, 后轮驱动版,Model Y 2022款 后轮驱动版,1个月,0.01万公里,25.89万,31.69万,https://www.dongchedi.com/usedcar/7308203,上海,2022年12月上牌,0次,上海,黑色,深色,上海稻京二手车,在售车源19辆,上海市嘉定区曹安公路2883号四方科创中心,2023/01/05
6799577,纯电20w上,14,AION LX ,2022款, PLUS 80D 旗舰版,AION LX 2022款 PLUS 80D 旗舰版,7个月,0.14万公里,27.80万,33.96万,https://www.dongchedi.com/usedcar/6799577,北京,2022年06月上牌,0次,北京,其他,浅色,北京非凡汽车,在售车源30辆,北京丰台区右安南桥南河沿35号院,2023/01/05
9275442,纯电20w上,14,Model Y ,2021款, 标准续航后轮驱动版,Model Y 2021款 标准续航后轮驱动版,1年5个月,0.60万公里,23.98万,29.18万,https://www.dongchedi.com/usedcar/9275442,上海,2021年08月上牌,1次,上海,蓝色,深色,上海鑫禾二手车,在售车源7辆,中山北路2907号,2023/01/05
9229826,纯电20w上,14,Model 3 ,2022款, 后轮驱动版,Model 3 2022款 后轮驱动版,8个月,1.30万公里,21.58万,26.59万,https://www.dongchedi.com/usedcar/9229826,嘉兴,2022年05月上牌,0次,嘉兴,黑色,深色,嘉兴宝悦隆精品二手车,在售车源43辆,嘉兴市南湖区广益路2929号宝悦隆名车,2023/01/05
9223652,纯电20w上,14,宝马iX3 ,2021款, 领先型,宝马iX3 2021款 领先型,1年7个月,2.60万公里,27.88万,39.99万,https://www.dongchedi.com/usedcar/9223652,重庆,2021年05月上牌,1次,重庆,白色,深色,重庆宝创,在售车源13辆,渝北区金开大道15号,2023/01/05
9213175,纯电20w上,14,Model 3 ,2021款, 标准续航后驱升级版,Model 3 2021款 标准续航后驱升级版,1年2个月,1.30万公里,20.80万,26.67万,https://www.dongchedi.com/usedcar/9213175,常州,2021年11月上牌,0次,常州,其他,深色,常州久航二手车,在售车源6辆,常州市武进区湖塘镇延政中大道5号21幢常州益联汽贸市场内B馆207,2023/01/05
9178535,纯电20w上,14,Model 3 ,2021款, 标准续航后驱升级版,Model 3 2021款 标准续航后驱升级版,1年9个月,1.90万公里,20.80万,26.67万,https://www.dongchedi.com/usedcar/9178535,天津,2021年03月上牌,0次,天津,黑色,深色,浩盛名车,在售车源14辆,天津市西青经济技术开发区腾达工业园1号,2023/01/05
9173661,纯电20w上,14,Model Y ,2021款, 标准续航后轮驱动版,Model Y 2021款 标准续航后轮驱动版,1年2个月,0.74万公里,23.98万,29.18万,https://www.dongchedi.com/usedcar/9173661,泉州,2021年11月上牌,0次,泉州,黑色,深色,泉州晋江凯信汽贸,在售车源45辆,福建省泉州市晋江市青阳街道霞行社区金溪路1-3号,2023/01/05
9043028,纯电20w上,14,Model 3 ,2022款, 后轮驱动版,Model 3 2022款 后轮驱动版,9个月,1.43万公里,21.58万,26.59万,https://www.dongchedi.com/usedcar/9043028,合肥,2022年03月上牌,0次,合肥,黑色,深色,合肥佰世行名车,在售车源9辆,合肥市包河区繁华大道与天津路交叉口，阿里二手车市场,2023/01/05
8973738,纯电20w上,14,Model 3 ,2021款, 标准续航后驱升级版,Model 3 2021款 标准续航后驱升级版,1年1个月,2.80万公里,20.80万,26.67万,https://www.dongchedi.com/usedcar/8973738,常州,2021年12月上牌,0次,常州,黑色,深色,常州笨鸟二手车,在售车源21辆,武进区湖塘镇永胜中路8号,2023/01/05
8255115,纯电20w上,14,Model 3 ,2021款, 标准续航后驱升级版,Model 3 2021款 标准续航后驱升级版,1年11个月,1.30万公里,20.80万,26.67万,https://www.dongchedi.com/usedcar/8255115,天津,2021年01月上牌,1次,天津,深灰色,深色,铭坤通达二手车,在售车源9辆,天津市西青区玉带路王兰庄二手车市场4排3号,2023/01/05
7792771,纯电20w上,14,Model S ,2014款, 85,Model S 2014款 85,7年11个月,9.20万公里,20.98万,73.40万,https://www.dongchedi.com/usedcar/7792771,湖州,2015年01月上牌,1次,湖州,黑色,深色,湖州湖诚好车,在售车源35辆,浙江省湖州市二环西路658号江南车城B区-3号-2,2023/01/05
7473963,纯电20w上,14,Model S ,2017款, 75D 标准续航版,Model S 2017款 75D 标准续航版,6年,13.40万公里,26.93万,73.10万,https://www.dongchedi.com/usedcar/7473963,广州,2017年01月上牌,1次,北京,蓝色,深色,卓优车,在售车源48辆,广州市海珠区新滘中路161号广骏二手车交易市场B3A区10号,2023/01/05
7153841,纯电20w上,14,Model Y ,2022款, 后轮驱动版,Model Y 2022款 后轮驱动版,5个月,0.01万公里,25.98万,31.69万,https://www.dongchedi.com/usedcar/7153841,武汉,2022年08月上牌,0次,武汉,黑色,深色,美天迈二手车,在售车源7辆,汉口北大道二手车广场W1一楼,2023/01/05
5969667,纯电20w上,14,Model 3 ,2021款, 标准续航后驱升级版,Model 3 2021款 标准续航后驱升级版,1年8个月,1.50万公里,20.80万,26.67万,https://www.dongchedi.com/usedcar/5969667,重庆,2021年04月上牌,0次,重庆,白色,深色,重庆友源汽车,在售车源10辆,重庆市巴南区李家沱街道娄八路重庆西部国际汽车城二手车交易市场,2023/01/05
9271359,纯电20w上,14,Model Y ,2021款, 标准续航后轮驱动版,Model Y 2021款 标准续航后轮驱动版,1年4个月,1.60万公里,22.80万,29.18万,https://www.dongchedi.com/usedcar/9271359,北京,2021年09月上牌,0次,北京,黑色,深色,闪电新能源-银泰店,在售车源7辆,北京市丰台区马家堡西路101号院10号楼-银泰百货（大红门店）B3层C区,2023/01/05
9181463,纯电20w上,14,ZEEKR 001 ,2021款, 超长续航双电机 YOU版,ZEEKR 001 2021款 超长续航双电机 YOU版,4个月,0.80万公里,31.80万,38.60万,https://www.dongchedi.com/usedcar/9181463,广州,2022年09月上牌,0次,广州,深灰色,深色,广州靓车汇好车,在售车源11辆,广州市白云区黄边二手车城,2023/01/05
9136337,纯电20w上,14,小鹏P7 ,2022款, 625E,小鹏P7 2022款 625E,1个月,0.18万公里,23.58万,28.59万,https://www.dongchedi.com/usedcar/9136337,广州,2022年12月上牌,0次,广州,黑色,深色,张大湿二手车,在售车源16辆,广州市番禺区大石街道港西路潮联大厦辉盛名车,2023/01/05
8914353,纯电20w上,14,Model S ,2016款, 90D,Model S 2016款 90D,6年5个月,18万公里,25.98万,90.19万,https://www.dongchedi.com/usedcar/8914353,杭州,2016年08月上牌,1次,杭州,蓝色,深色,南朝二手车,在售车源7辆,杭州市上城区丁兰街道长虹路72号,2023/01/05
8866306,纯电20w上,14,Model X ,2016款, 75D,Model X 2016款 75D,5年6个月,6.40万公里,35.98万,79.68万,https://www.dongchedi.com/usedcar/8866306,杭州,2017年06月上牌,1次,杭州,黑色,深色,南朝二手车,在售车源7辆,杭州市上城区丁兰街道长虹路72号,2023/01/05
8307634,纯电20w上,14,Model Y ,2021款, 标准续航后轮驱动版,Model Y 2021款 标准续航后轮驱动版,1年3个月,1.80万公里,22.80万,29.18万,https://www.dongchedi.com/usedcar/8307634,成都,2021年10月上牌,0次,成都,黑色,浅色,致远车行,在售车源3辆,宏盟二手车市场北区A11号,2023/01/05
8261348,纯电20w上,14,Model 3 ,2022款, 后轮驱动版,Model 3 2022款 后轮驱动版,7个月,0.80万公里,22.80万,26.59万,https://www.dongchedi.com/usedcar/8261348,贵阳,2022年05月上牌,0次,贵阳,黑色,浅色,贵阳国富名车广场,在售车源28辆,贵州省贵阳市花溪区石板镇合朋二手车市场内B6区国富名车广场,2023/01/05
7378840,纯电20w上,14,Model Y ,2022款, 后轮驱动版,Model Y 2022款 后轮驱动版,6个月,0.69万公里,26.08万,31.69万,https://www.dongchedi.com/usedcar/7378840,重庆,2022年06月上牌,0次,重庆,绿色,深色,特特新能源二手车,在售车源16辆,重庆市两江新区天宫殿街道泰山大道西段2号附7号,2023/01/05
9206881,纯电20w上,14,Model Y ,2022款, 后轮驱动版,Model Y 2022款 后轮驱动版,11个月,1.70万公里,24.88万,31.69万,https://www.dongchedi.com/usedcar/9206881,福州,2022年02月上牌,0次,福州,黑色,深色,众邦汽车,在售车源17辆,福州市仓山区齐安路利嘉国际商贸城9号馆,2023/01/05
9106154,纯电20w上,14,ID.6 X ,2021款, Pro极智长续航版,ID.6 X 2021款 Pro极智长续航版,1年4个月,0.80万公里,21.90万,27.89万,https://www.dongchedi.com/usedcar/9106154,泉州,2021年09月上牌,0次,泉州,白色,深色,晋江争达汽贸,在售车源76辆,福建省泉州市晋江市新塘街道石泉路争达汽贸,2023/01/05
9087054,纯电20w上,14,Model S ,2019款, 标准续航版,Model S 2019款 标准续航版,3年6个月,9万公里,38.80万,72.28万,https://www.dongchedi.com/usedcar/9087054,温州,2019年07月上牌,0次,温州,白色,浅色,巨信名车,在售车源13辆,温州市瓯海区瓯海大道388号1幢121号,2023/01/05
9046330,纯电20w上,14,Polestar 2 ,2020款, 首发版,Polestar 2 2020款 首发版,未上牌,0.01万公里,20.80万,41.80万,https://www.dongchedi.com/usedcar/9046330,台州,未上牌,0次,--,白色,深色,F7汽车广场,在售车源75辆,浙江省台州市路桥区迎宾大道111号,2023/01/05
9029339,纯电20w上,14,Model X ,2016款, 90D,Model X 2016款 90D,6年4个月,3.60万公里,40.80万,98.47万,https://www.dongchedi.com/usedcar/9029339,重庆,2016年09月上牌,1次,重庆,蓝色,深色,上越名车,在售车源117辆,重庆汽博中心文化广场B座1-1 1-2,2023/01/05
8978765,纯电20w上,14,Model Y ,2022款, 后轮驱动版,Model Y 2022款 后轮驱动版,9个月,1.91万公里,24.88万,31.69万,https://www.dongchedi.com/usedcar/8978765,广州,2022年03月上牌,0次,广州,黑色,深色,广物二手好车-广州旗舰店,在售车源27辆,广东省广州市白云区机场路888-1028号广物二手好车展厅,2023/01/05
8642041,纯电20w上,14,ID.6 CROZZ ,2021款, 长续航PRO版,ID.6 CROZZ 2021款 长续航PRO版,1年2个月,1.20万公里,22.00万,27.98万,https://www.dongchedi.com/usedcar/8642041,滨州,2021年11月上牌,0次,滨州,紫色,浅色,滨州优品二手车,在售车源14辆,山东省滨州市滨城区渤海五路东王侯家安置,2023/01/05
8592660,纯电20w上,14,小鹏P7 ,2020款, 586N,小鹏P7 2020款 586N,7个月,0.20万公里,22.38万,27.09万,https://www.dongchedi.com/usedcar/8592660,芜湖,2022年06月上牌,0次,芜湖,深灰色,深色,芜湖豪尚名车,在售车源16辆,安徽省芜湖市鸠江区官陡街道南翔万商城豪尚名车,2023/01/05
